INFO 2026-07-06 12:30:56,600 autoreload 17159 131800086200832 Watching for file changes with StatReloader
INFO 2026-07-06 12:31:29,834 autoreload 17159 131800086200832 /home/jiteshai-web/AccountsDashboard_backend/accounts/accounts/settings.py changed, reloading.
INFO 2026-07-06 12:31:30,285 autoreload 17275 136469113668096 Watching for file changes with StatReloader
INFO 2026-07-06 12:32:56,217 autoreload 17275 136469113668096 /home/jiteshai-web/AccountsDashboard_backend/accounts/accounts/settings.py changed, reloading.
INFO 2026-07-06 12:32:56,843 autoreload 17584 130170081718784 Watching for file changes with StatReloader
INFO 2026-07-06 12:37:21,559 autoreload 17963 136405355749888 Watching for file changes with StatReloader
INFO 2026-07-06 12:38:29,151 basehttp 17963 136404557362880 "OPTIONS /api/bank-accounts/ HTTP/1.1" 200 0
INFO 2026-07-06 12:38:29,151 basehttp 17963 136404548970176 "OPTIONS /api/bank-accounts/ HTTP/1.1" 200 0
INFO 2026-07-06 12:38:30,159 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:38:31,063 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:38:50,432 basehttp 17963 136404557362880 "OPTIONS /api/auth/logout/ HTTP/1.1" 200 0
INFO 2026-07-06 12:38:51,597 basehttp 17963 136404557362880 "POST /api/auth/logout/ HTTP/1.1" 200 39
INFO 2026-07-06 12:38:54,241 basehttp 17963 136404557362880 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2026-07-06 12:38:55,172 basehttp 17963 136404557362880 "POST /api/auth/login/ HTTP/1.1" 200 651
INFO 2026-07-06 12:38:55,216 basehttp 17963 136404557362880 "OPTIONS /api/banks/init-company-folder/ HTTP/1.1" 200 0
INFO 2026-07-06 12:38:59,127 basehttp 17963 136404557362880 "POST /api/banks/init-company-folder/ HTTP/1.1" 200 389
INFO 2026-07-06 12:39:00,104 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:39:01,013 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:41:48,087 basehttp 17963 136404557362880 "OPTIONS /api/banks/ HTTP/1.1" 200 0
INFO 2026-07-06 12:41:48,088 basehttp 17963 136404548970176 "OPTIONS /api/banks/ HTTP/1.1" 200 0
WARNING 2026-07-06 12:41:48,093 log 17963 136404548970176 Not Found: /api/banks/
WARNING 2026-07-06 12:41:48,094 basehttp 17963 136404548970176 "GET /api/banks/ HTTP/1.1" 404 179
WARNING 2026-07-06 12:41:48,137 log 17963 136404548970176 Not Found: /api/banks/
WARNING 2026-07-06 12:41:48,138 basehttp 17963 136404548970176 "GET /api/banks/ HTTP/1.1" 404 179
INFO 2026-07-06 12:41:48,588 basehttp 17963 136404548970176 "OPTIONS /api/banks/search/?search= HTTP/1.1" 200 0
INFO 2026-07-06 12:41:49,462 basehttp 17963 136404548970176 "GET /api/banks/search/?search= HTTP/1.1" 200 3932
WARNING 2026-07-06 12:41:56,558 log 17963 136404548970176 Not Found: /api/banks/
WARNING 2026-07-06 12:41:56,558 basehttp 17963 136404548970176 "GET /api/banks/ HTTP/1.1" 404 179
WARNING 2026-07-06 12:41:56,561 log 17963 136404557362880 Not Found: /api/banks/
WARNING 2026-07-06 12:41:56,561 basehttp 17963 136404557362880 "GET /api/banks/ HTTP/1.1" 404 179
INFO 2026-07-06 12:41:57,614 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:41:58,598 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:44:27,472 basehttp 17963 136404557362880 "POST /api/auth/logout/ HTTP/1.1" 200 39
INFO 2026-07-06 12:44:45,858 basehttp 17963 136404557362880 "POST /api/auth/login/ HTTP/1.1" 200 651
INFO 2026-07-06 12:44:49,374 basehttp 17963 136404557362880 "POST /api/banks/init-company-folder/ HTTP/1.1" 200 389
INFO 2026-07-06 12:44:50,312 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 12:44:51,143 basehttp 17963 136404557362880 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 14:47:20,915 basehttp 17963 136404468233920 "OPTIONS /api/auth/logout/ HTTP/1.1" 200 0
INFO 2026-07-06 14:47:22,081 basehttp 17963 136404468233920 "POST /api/auth/logout/ HTTP/1.1" 200 39
INFO 2026-07-06 14:47:23,491 basehttp 17963 136404468233920 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2026-07-06 14:47:24,761 basehttp 17963 136404468233920 "POST /api/auth/login/ HTTP/1.1" 200 651
INFO 2026-07-06 14:47:24,805 basehttp 17963 136404468233920 "OPTIONS /api/banks/init-company-folder/ HTTP/1.1" 200 0
INFO 2026-07-06 14:47:28,771 basehttp 17963 136404468233920 "POST /api/banks/init-company-folder/ HTTP/1.1" 200 389
INFO 2026-07-06 14:47:28,833 basehttp 17963 136404468233920 "OPTIONS /api/bank-accounts/ HTTP/1.1" 200 0
INFO 2026-07-06 14:47:28,834 basehttp 17963 136404459841216 "OPTIONS /api/bank-accounts/ HTTP/1.1" 200 0
INFO 2026-07-06 14:47:30,031 basehttp 17963 136404459841216 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 14:47:30,919 basehttp 17963 136404459841216 "GET /api/bank-accounts/ HTTP/1.1" 200 935
INFO 2026-07-06 14:48:05,829 basehttp 17963 136404459841216 "OPTIONS /api/banks/ HTTP/1.1" 200 0
INFO 2026-07-06 14:48:05,830 basehttp 17963 136404468233920 "OPTIONS /api/banks/ HTTP/1.1" 200 0
WARNING 2026-07-06 14:48:05,835 log 17963 136404468233920 Not Found: /api/banks/
WARNING 2026-07-06 14:48:05,835 basehttp 17963 136404468233920 "GET /api/banks/ HTTP/1.1" 404 179
WARNING 2026-07-06 14:48:05,879 log 17963 136404468233920 Not Found: /api/banks/
WARNING 2026-07-06 14:48:05,879 basehttp 17963 136404468233920 "GET /api/banks/ HTTP/1.1" 404 179
INFO 2026-07-06 14:48:06,329 basehttp 17963 136404468233920 "OPTIONS /api/banks/search/?search= HTTP/1.1" 200 0
INFO 2026-07-06 14:48:07,088 basehttp 17963 136404468233920 "GET /api/banks/search/?search= HTTP/1.1" 200 3932
WARNING 2026-07-06 14:48:11,395 log 17963 136404468233920 Not Found: /api/banks/
WARNING 2026-07-06 14:48:11,396 basehttp 17963 136404468233920 "GET /api/banks/ HTTP/1.1" 404 179
WARNING 2026-07-06 14:48:11,398 log 17963 136404468233920 Not Found: /api/banks/
WARNING 2026-07-06 14:48:11,398 basehttp 17963 136404468233920 "GET /api/banks/ HTTP/1.1" 404 179
INFO 2026-07-06 14:48:12,685 basehttp 17963 136404468233920 "GET /api/banks/search/?search= HTTP/1.1" 200 3932
WARNING 2026-07-06 14:48:13,076 log 17963 136404468233920 Not Found: /api/banks/
WARNING 2026-07-06 14:48:13,076 basehttp 17963 136404468233920 "GET /api/banks/ HTTP/1.1" 404 179
WARNING 2026-07-06 14:48:13,079 log 17963 136404451448512 Not Found: /api/banks/
